"Run","P_OSD_sampled","Cost_SoC","Cost_Exp","QALY_SoC","QALY_Exp","Inc_Cost","Inc_QALY","ICER","NMB"
43,0.025911732180941,31004.8048298331,63305.3597427259,1.30097492258597,1.47329705098657,32300.5549128927,0.172322128400593,187442.873487521,-27130.891060875
44,0.0258184812513955,26931.4304087842,59321.01182071,1.16238595603274,1.31446809105094,32389.5814119259,0.152082135018195,212974.268200869,-27827.11736138
45,0.0276928182137366,28782.2162469713,60616.7446286501,1.23022486055153,1.40269584479163,31834.5283816788,0.1724709842401,184579.038160769,-26660.3988544758
46,0.0263761969181661,23448.819134033,54367.3096373715,0.955727826957148,1.113860043727,30918.4905033386,0.158132216769849,195523.032149346,-26174.5240002431
47,0.0268709200299075,27505.6165348806,61464.644975874,1.206131557516,1.33357320123064,33959.0284409935,0.127441643714645,266467.282209819,-30135.7791295541
48,0.0264559986218653,27461.2549278748,61845.5091021677,1.17255582367016,1.29497914898172,34384.2541742929,0.122423325311563,280863.586140846,-30711.554414946
49,0.0264351317491504,27854.3389408406,57113.7933263441,1.20194766939278,1.36166958050424,29259.4543855035,0.159721911111459,183189.984278896,-24467.7970521597
50,0.0287525056243762,28045.428844332,66958.3729280911,1.02117957983449,1.2806832407604,38912.9440837591,0.259503660925913,149951.426291703,-31127.8342559817
51,0.0261693805995365,28130.5763427823,66167.8078587677,1.09953316236237,1.27431784241448,38037.2315159854,0.174784680052107,217623.37239537,-32793.6911144222
52,0.029053039914417,29958.4692391357,68768.5378501342,1.04903696150959,1.18847752172821,38810.0686109986,0.139440560218618,278326.969930064,-34626.85180444
53,0.0273779683698555,26742.0396842467,60000.7964944391,1.17859515242927,1.35131039370812,33258.7568101924,0.17271524127885,192564.110520484,-28077.2995718269
54,0.0266791012894384,25960.6370852386,55614.9918114956,1.14755566296627,1.29865939650374,29654.354726257,0.15110373353747,196251.634767869,-25121.2427201329
55,0.0268152665325901,27564.0076675428,69586.2803845614,1.20080288039495,1.43029897619588,42022.2727170186,0.229496095800929,183106.699790962,-35137.3898429908
56,0.0270610319832509,28877.4839136953,64617.1822080866,1.11187403353393,1.30858268174179,35739.6982943913,0.196708648207862,181688.49524412,-29838.4388481554
57,0.0257661524007267,23627.2894414036,53709.8085789107,1.16775242808333,1.38446267235232,30082.519137507,0.21671024426899,138814.476625144,-23581.2118094373
58,0.026013266137798,27411.7917652621,58180.6345028095,1.22811110652915,1.39845981260717,30768.8427375474,0.170348706078022,180622.697089667,-25658.3815552067
59,0.0249848071097513,28979.6489995386,64789.6536478506,1.38889710360691,1.57138374797921,35810.0046483121,0.182486644372294,196233.564223229,-30335.4053171432
60,0.0249007180569731,33052.9209151116,61029.9557260994,1.25759452983454,1.37299452767128,27977.0348109879,0.11539999783674,242435.314865151,-24515.0348758857
61,0.0269460881342291,31851.1997433952,77133.1445152199,1.11567671875677,1.35071546157662,45281.9447718247,0.235038742819845,192657.364605345,-38230.7824872294
62,0.027165759667663,30173.1841110098,66984.6815730914,1.11255433545501,1.34687840549359,36811.4974620816,0.234324070038582,157096.526430343,-29781.7753609242
63,0.0265750988185966,25774.0737802774,58932.0878923988,1.07617021371816,1.20979372865525,33158.0141121215,0.133623514937089,248145.052371452,-29149.3086640088
64,0.0279320234184461,25932.7378803709,65228.9152473959,1.05952137056316,1.28577093005401,39296.1773670251,0.226249559490854,173685.100008398,-32508.6905822994
65,0.0257827341473595,30769.5545479523,62012.2366514288,1.21994736509783,1.32577968190892,31242.6821034765,0.105832316811086,295209.280538058,-28067.7125991439
66,0.0280768229990792,28349.7510353179,63407.6813401978,1.10430105940668,1.25957553938799,35057.9303048799,0.155274479981318,225780.374914782,-30399.6959054403
